DATE,VALUE
1973-01-01,4872.005
1973-04-01,4928.362
1973-07-01,4902.065
1973-10-01,4948.823
1974-01-01,4905.427
1974-04-01,4917.987
1974-07-01,4869.361
1974-10-01,4850.197
1975-01-01,4791.203
1975-04-01,4827.818
1975-07-01,4909.135
1975-10-01,4973.263
1976-01-01,5086.318
1976-04-01,5124.570
1976-07-01,5149.673
1976-10-01,5187.069
1977-01-01,5247.280
1977-04-01,5351.560
1977-07-01,5447.268
1977-10-01,5446.141
1978-01-01,5464.738
1978-04-01,5679.718
1978-07-01,5735.401
1978-10-01,5811.259
1979-01-01,5820.977
1979-04-01,5826.441
1979-07-01,5868.323
1979-10-01,5884.469
1980-01-01,5903.424
1980-04-01,5782.434
1980-07-01,5771.687
1980-10-01,5878.439
1981-01-01,6000.591
1981-04-01,5952.711
1981-07-01,6025.037
1981-10-01,5949.980
1982-01-01,5852.334
1982-04-01,5884.048
1982-07-01,5861.363
1982-10-01,5865.990
1983-01-01,5938.947
1983-04-01,6072.433
1983-07-01,6192.178
1983-10-01,6320.176
1984-01-01,6442.760
1984-04-01,6553.996
1984-07-01,6617.690
1984-10-01,6671.565
1985-01-01,6734.522
1985-04-01,6791.542
1985-07-01,6897.631
1985-10-01,6949.982
1986-01-01,7016.763
1986-04-01,7044.952
1986-07-01,7112.874
1986-10-01,7147.254
1987-01-01,7186.881
1987-04-01,7263.307
1987-07-01,7326.301
1987-10-01,7451.658
1988-01-01,7490.203
1988-04-01,7586.401
1988-07-01,7625.570
1988-10-01,7727.392
1989-01-01,7799.942
1989-04-01,7858.304
1989-07-01,7920.628
1989-10-01,7937.918
1990-01-01,8020.842
1990-04-01,8052.721
1990-07-01,8052.598
1990-10-01,7982.047
1991-01-01,7943.380
1991-04-01,7996.993
1991-07-01,8030.679
1991-10-01,8062.160
1992-01-01,8150.654
1992-04-01,8237.259
1992-07-01,8322.253
1992-10-01,8409.834
1993-01-01,8425.289
1993-04-01,8479.193
1993-07-01,8523.828
1993-10-01,8636.393
1994-01-01,8720.471
1994-04-01,8839.753
1994-07-01,8896.691
1994-10-01,8995.497
1995-01-01,9017.565
1995-04-01,9036.950
1995-07-01,9112.901
1995-10-01,9176.437
1996-01-01,9239.297
1996-04-01,9399.025
1996-07-01,9480.781
1996-10-01,9584.272
1997-01-01,9657.987
1997-04-01,9801.180
1997-07-01,9924.196
1997-10-01,10000.332
1998-01-01,10094.801
1998-04-01,10185.576
1998-07-01,10319.973
1998-10-01,10498.614
1999-01-01,10592.145
1999-04-01,10674.942
1999-07-01,10810.680
1999-10-01,11004.834
2000-01-01,11033.569
2000-04-01,11248.802
2000-07-01,11258.255
2000-10-01,11324.964
2001-01-01,11287.752
2001-04-01,11361.734
2001-07-01,11330.380
2001-10-01,11370.028
2002-01-01,11467.137
2002-04-01,11528.137
2002-07-01,11586.608
2002-10-01,11590.578
2003-01-01,11638.917
2003-04-01,11737.522
2003-07-01,11930.678
2003-10-01,12038.591
2004-01-01,12117.924
2004-04-01,12195.893
2004-07-01,12286.667
2004-10-01,12387.233
2005-01-01,12514.999
2005-04-01,12570.710
2005-07-01,12670.529
2005-10-01,12735.585
2006-01-01,12896.381
2006-04-01,12948.713
2006-07-01,12950.436
2006-10-01,13038.441
2007-01-01,13056.121
2007-04-01,13173.553
2007-07-01,13269.826
2007-10-01,13325.962
2008-01-01,13266.834
2008-04-01,13310.467
2008-07-01,13186.925
2008-10-01,12883.531
2009-01-01,12663.229
2009-04-01,12641.271
2009-07-01,12694.517
2009-10-01,12813.452
2010-01-01,12937.744
2010-04-01,13058.482
2010-07-01,13139.590
2010-10-01,13216.107
2011-01-01,13227.871
2011-04-01,13271.835
2011-07-01,13331.559
2011-10-01,13428.961
2012-01-01,13491.406
