DATE,VALUE
1/1/47,1932.6
4/1/47,1930.412
7/1/47,1928.448
10/1/47,1958.807
1/1/48,1987.606
4/1/48,2019.889
7/1/48,2031.179
10/1/48,2033.347
1/1/49,2005.563
4/1/49,1998.835
7/1/49,2020.825
10/1/49,2002.702
1/1/50,2082.538
4/1/50,2145.515
7/1/50,2228.21
10/1/50,2271.243
1/1/51,2302.318
4/1/51,2342.254
7/1/51,2390.499
10/1/51,2395.791
1/1/52,2421.12
4/1/52,2426.174
7/1/52,2443.725
10/1/52,2523.927
1/1/53,2570.898
4/1/53,2590.964
7/1/53,2576.444
10/1/53,2537.344
1/1/54,2525.611
4/1/54,2528.252
7/1/54,2556.931
10/1/54,2606.758
1/1/55,2681.18
4/1/55,2724.825
7/1/55,2761.467
10/1/55,2778.087
1/1/56,2767.37
4/1/56,2790.19
7/1/56,2787.91
10/1/56,2833.517
1/1/57,2851.778
4/1/57,2845.453
7/1/57,2873.169
10/1/57,2843.718
1/1/58,2770
4/1/58,2788.278
7/1/58,2852.741
10/1/58,2919.47
1/1/59,2973.782
4/1/59,3046.096
7/1/59,3040.235
10/1/59,3052.194
1/1/60,3120.195
4/1/60,3108.361
7/1/60,3116.104
10/1/60,3078.384
1/1/61,3099.314
4/1/61,3156.922
7/1/61,3209.561
10/1/61,3274.61
1/1/62,3333.591
4/1/62,3369.51
7/1/62,3401.609
10/1/62,3414.802
1/1/63,3452.806
4/1/63,3497.818
7/1/63,3566.096
10/1/63,3591.546
1/1/64,3669.226
4/1/64,3712.856
7/1/64,3763.277
10/1/64,3776.627
1/1/65,3869.782
4/1/65,3922.689
7/1/65,4002.358
10/1/65,4096.741
1/1/66,4197.921
4/1/66,4215.116
7/1/66,4245.17
10/1/66,4281.583
1/1/67,4320.947
4/1/67,4324.696
7/1/67,4362.001
10/1/67,4397.108
1/1/68,4486.382
4/1/68,4562.157
7/1/68,4594.968
10/1/68,4615.388
1/1/69,4687.098
4/1/69,4702.124
7/1/69,4731.549
10/1/69,4710.954
1/1/70,4702.809
4/1/70,4711.143
7/1/70,4752.805
10/1/70,4703.912
1/1/71,4829.88
4/1/71,4857.374
7/1/71,4895.258
10/1/71,4909.529
1/1/72,4997.015
4/1/72,5112.722
7/1/72,5159.837
10/1/72,5245.523
1/1/73,5374.665
4/1/73,5435.604
7/1/73,5406.065
10/1/73,5456.489
1/1/74,5411.162
4/1/74,5425.382
7/1/74,5372.849
10/1/74,5351.356
1/1/75,5286.705
4/1/75,5327.437
7/1/75,5415.478
10/1/75,5488.489
1/1/76,5612.427
4/1/76,5654.837
7/1/76,5683.589
10/1/76,5726.249
1/1/77,5792.875
4/1/77,5906.568
7/1/77,6011.064
10/1/77,6011.695
1/1/78,6032.613
4/1/78,6267.163
7/1/78,6328.452
10/1/78,6413.33
1/1/79,6426.077
4/1/79,6433.86
7/1/79,6480.063
10/1/79,6496.843
1/1/80,6517.864
4/1/80,6385.668
7/1/80,6375.988
10/1/80,6494.126
1/1/81,6628.634
4/1/81,6580.199
7/1/81,6655.692
10/1/81,6578.035
1/1/82,6468.003
4/1/82,6503.252
7/1/82,6479.838
10/1/82,6486.159
1/1/83,6571.112
4/1/83,6721.061
7/1/83,6852.66
10/1/83,6993.986
1/1/84,7132.946
4/1/84,7258.23
7/1/84,7329.642
10/1/84,7388.101
1/1/85,7461.538
4/1/85,7529.86
7/1/85,7647.016
10/1/85,7704.382
1/1/86,7775.761
4/1/86,7811.462
7/1/86,7890.093
10/1/86,7930.97
1/1/87,7986.448
4/1/87,8076.102
7/1/87,8149.352
10/1/87,8283.848
1/1/88,8330.445
4/1/88,8440.506
7/1/88,8489.204
10/1/88,8601.634
1/1/89,8688.396
4/1/89,8756.711
7/1/89,8822.076
10/1/89,8840.727
1/1/90,8937.52
4/1/90,8972.072
7/1/90,8974.327
10/1/90,8897.835
1/1/91,8856.143
4/1/91,8924.858
7/1/91,8967.695
10/1/91,9006.835
1/1/92,9113.23
4/1/92,9213.695
7/1/92,9303.254
10/1/92,9396.464
1/1/93,9413.955
4/1/93,9469.926
7/1/93,9516.093
10/1/93,9643.12
1/1/94,9737.638
4/1/94,9870.711
7/1/94,9928.868
10/1/94,10041.591
1/1/95,10075.907
4/1/95,10111.126
7/1/95,10197.669
10/1/95,10270.057
1/1/96,10337.435
4/1/96,10517.932
7/1/96,10615.223
10/1/96,10727.36
1/1/97,10809.133
4/1/97,10972.224
7/1/97,11111.951
10/1/97,11198.207
1/1/98,11308.995
4/1/98,11418.673
7/1/98,11568.054
10/1/98,11757.945
1/1/99,11867.763
4/1/99,11967.734
7/1/99,12120.094
10/1/99,12329.827
1/1/00,12365.164
4/1/00,12598.723
7/1/00,12614.806
10/1/00,12681.965
1/1/01,12645.65
4/1/01,12712.787
7/1/01,12674.114
10/1/01,12705.159
1/1/02,12824.603
4/1/02,12894.676
7/1/02,12956.671
10/1/02,12962.92
1/1/03,13028.597
4/1/03,13151.812
7/1/03,13374.049
10/1/03,13525.715
1/1/04,13606.565
4/1/04,13710.681
7/1/04,13831.044
10/1/04,13947.662
1/1/05,14100.244
4/1/05,14177.163
7/1/05,14292.871
10/1/05,14371.95
1/1/06,14546.356
4/1/06,14591.608
7/1/06,14604.376
10/1/06,14718.445
1/1/07,14728.052
4/1/07,14841.529
7/1/07,14941.511
10/1/07,14996.054
1/1/08,14895.353
4/1/08,14969.174
7/1/08,14895.057
10/1/08,14574.644
1/1/09,14372.08
4/1/09,14356.903
7/1/09,14402.546
10/1/09,14540.242
1/1/10,14597.663
4/1/10,14738.019
7/1/10,14839.32
10/1/10,14942.4
1/1/11,14893.954
4/1/11,15011.251
7/1/11,15062.144
10/1/11,15242.142
1/1/12,15381.564
4/1/12,15427.67
7/1/12,15533.985
10/1/12,15539.628
1/1/13,15583.948
4/1/13,15679.677
7/1/13,15839.347
