qtrs_frm_peak,Date0,GDPC10,usgdp_dv_pk0,Date1,GDPC11,usgdp_dv_pk1,Date2,GDPC12,usgdp_dv_pk2,Date3,GDPC13,usgdp_dv_pk3,Date4,GDPC14,usgdp_dv_pk4,Date5,GDPC15,usgdp_dv_pk5,Date6,GDPC16,usgdp_dv_pk6,Date7,GDPC17,usgdp_dv_pk7,Date8,GDPC18,usgdp_dv_pk8,Date9,GDPC19,usgdp_dv_pk9,Date10,GDPC110,usgdp_dv_pk10,Date11,GDPC111,usgdp_dv_pk11,Date12,GDPC112,usgdp_dv_pk12,Date13,GDPC113,usgdp_dv_pk13,Date14,GDPC114,usgdp_dv_pk14
12,1932-07-01,827.495,0.745861906101052,1940-07-01,1330.151,1.1365470323255384,1948-01-01,2086.017,0.8778141620778342,1951-10-01,2513.69,1.177382843219682,1956-04-01,2927.665,1.0768585383724407,1960-07-01,3274.029,1.0859426074133336,1963-01-01,3625.981,1.1069139133336203,1972-07-01,5415.712,1.0900831776084687,1976-10-01,6008.504,1.0489779956563943,1983-01-01,6892.144,1.007971023924772,1984-07-01,7686.059,1.101448882831874,1994-10-01,10506.372,1.1151408497420543,2004-04-01,14329.523,1.0774090404920786,2010-10-01,15750.625,0.9992804197597926,,,
13,1932-10-01,810.7563617356833,0.7307745489069187,1940-10-01,1376.8340011806495,1.1764353055004764,1948-04-01,2120.45,0.8923038690374736,1952-01-01,2540.55,1.1899637514338535,1956-07-01,2925.035,1.0758911674622036,1960-10-01,3232.009,1.0720052512190212,1963-04-01,3666.669,1.119334859087533,1972-10-01,5506.396,1.1083361982414428,1977-01-01,6079.494,1.0613715877904175,1983-04-01,7048.982,1.0309084668235726,1984-10-01,7749.151,1.1104902670985872,1995-01-01,10543.644,1.1190968804015045,2004-07-01,14464.984,1.0875940903387553,2011-01-01,15712.754,0.9968777374042213,,,
14,1933-01-01,803.9929299519175,0.7246783354892861,1941-01-01,1433.6720943194005,1.225000593260956,1948-07-01,2132.598,0.8974158534752427,1952-04-01,2546.022,1.1925267719010144,1956-10-01,2973.179,1.093599572444127,1961-01-01,3253.826,1.079241598198824,1963-07-01,3747.278,1.1439426062433813,1973-01-01,5642.669,1.135765445746155,1977-04-01,6197.686,1.0820058100964391,1983-07-01,7189.896,1.051517036358007,1985-01-01,7824.247,1.1212518817707025,1995-04-01,10575.1,1.1224356038513772,2004-10-01,14609.876,1.0984882387828436,2011-04-01,15825.096,1.004005147327107,,,
15,1933-04-01,806.423033192193,0.7268687069535417,1941-04-01,1497.6563902984515,1.2796719514078352,1948-10-01,2134.981,0.8984186406760333,1952-07-01,2564.401,1.2011352794240322,1957-01-01,2992.219,1.1006028964482775,1961-04-01,3309.059,1.0975614933601865,1963-10-01,3771.845,1.1514422467844836,1973-04-01,5704.098,1.148129973165137,1977-07-01,6309.514,1.1015289911242396,1983-10-01,7339.893,1.0734539880055125,1985-04-01,7893.136,1.1311240037631831,1995-07-01,10665.06,1.1319839113777805,2005-01-01,14771.602,1.110648103035312,2011-07-01,15820.7,1.003726248126265,,,
16,1933-07-01,817.265,0.7366411044050735,1941-07-01,1565.778,1.3378784357419697,1949-01-01,2105.562,0.8860388686827235,1952-10-01,2648.621,1.2405829372720412,1957-04-01,2985.663,1.0981914577838232,1961-07-01,3372.581,1.1186307161154248,1964-01-01,3851.366,1.1757178569716862,1973-07-01,5674.1,1.1420919277221928,1977-10-01,6309.652,1.1015530834712532,1984-01-01,7483.371,1.0944375406664375,1985-07-01,8013.674,1.1483976735904364,1995-10-01,10737.478,1.1396703201644311,2005-04-01,14839.782,1.1157744249917894,2011-10-01,16004.107,1.015362295835285,,,
17,1933-10-01,835.3695952660732,0.7529596657671862,1941-10-01,1635.68491253007,1.3976103714207704,1949-04-01,2098.38,0.8830166203923008,1953-01-01,2697.855,1.263643564041085,1957-07-01,3014.919,1.1089524476507049,1961-10-01,3438.721,1.1405682872408844,1964-04-01,3893.296,1.1885179517284095,1973-10-01,5727.96,1.1529329547092246,1978-01-01,6329.791,1.1050689948952157,1984-04-01,7612.668,1.1133471324393895,1985-10-01,8073.239,1.156933621949131,1996-01-01,10817.896,1.1482058447826873,2005-07-01,14972.054,1.125719700113925,2012-01-01,16129.418,1.0233125091557418,,,
18,1934-01-01,858.117329270126,0.7734633162348536,1942-01-01,1707.65262988999,1.4591031610278602,1949-07-01,2120.044,0.8921330206935706,1953-04-01,2718.709,1.2734113324661904,1957-10-01,2983.727,1.097479355090964,1962-01-01,3500.054,1.1609114540058953,1964-07-01,3954.121,1.2070861788588103,1974-01-01,5678.713,1.1430204397439376,1978-04-01,6574.39,1.147771632483467,1984-07-01,7686.059,1.124080512562739,1986-01-01,8148.603,1.1677336422984077,1996-04-01,10998.322,1.1673561664118435,2005-10-01,15066.597,1.1328282049061111,2012-04-01,16198.807,1.0277148150354585,,,
19,1934-04-01,882.5211486391156,0.7954596778209664,1942-04-01,1782.6135323049155,1.5231534765034174,1949-10-01,2102.251,0.8846455709815833,1953-07-01,2703.411,1.2662459291206807,1958-01-01,2906.274,1.0689904656952989,1962-04-01,3531.683,1.171402283112747,1964-10-01,3966.335,1.2108147826593976,1974-04-01,5692.21,1.145737137501902,1978-07-01,6640.497,1.1593127396141034,1984-10-01,7749.151,1.1333076714615464,1986-04-01,8185.303,1.1729929271932973,1996-07-01,11096.976,1.1778272505682443,2006-01-01,15267.026,1.1478980726593355,2012-07-01,16220.667,1.0291016977766798,,,
20,1934-07-01,905.594,0.8162563725384154,1942-07-01,1861.5,1.5905579897876179,1950-01-01,2184.872,0.9194132089658531,1953-10-01,2662.482,1.2470752667119753,1958-04-01,2925.379,1.0760176981059761,1962-07-01,3575.07,1.1857930511565984,1965-01-01,4062.311,1.2401136592244175,1974-07-01,5638.411,1.134908388692483,1978-10-01,6729.755,1.1748955998296078,1985-01-01,7824.247,1.1442904065890562,1986-07-01,8263.639,1.1842188493057242,1996-10-01,11212.205,1.1900575965882525,2006-04-01,15302.705,1.1505807074655128,2012-10-01,16239.138,1.030273569282311,,,
21,1934-10-01,925.3081478250235,0.834025702714344,1942-10-01,1944.36067682407,1.6613582645991862,1950-04-01,2251.507,0.9474537986111228,1954-01-01,2649.755,1.2411140895399069,1958-07-01,2993.068,1.1009151770196812,1962-10-01,3586.827,1.1896926584097285,1965-04-01,4113.629,1.2557796564275066,1974-10-01,5616.526,1.1305033408720002,1979-01-01,6741.854,1.177007870166691,1985-04-01,7893.136,1.1543653725020078,1986-10-01,8308.021,1.1905790014094024,1997-01-01,11284.587,1.1977401843536608,2006-07-01,15326.368,1.1523598825382046,2013-01-01,16382.964,1.0393984456381617,,,
22,1935-01-01,943.4731279675785,0.8503986919329057,1943-01-01,2027.7092611206376,1.7325754317710327,1950-07-01,2338.514,0.9840671036800203,1954-04-01,2652.643,1.242466794786464,1958-10-01,3063.085,1.1266689447086835,1963-01-01,3625.981,1.2026794086341956,1965-07-01,4205.086,1.2836990045354402,1975-01-01,5548.156,1.1167417178659964,1979-04-01,6749.063,1.1782664334248145,1985-07-01,8013.674,1.171993966925143,1987-01-01,8369.93,1.1994508561384956,1997-04-01,11472.137,1.2176466436308617,2006-10-01,15456.928,1.1621764357009752,2013-04-01,16403.18,1.0406810266764295,,,
23,1935-04-01,962.8577941263444,0.8678710440925076,1943-04-01,2107.1757148568863,1.8004755139146151,1950-10-01,2383.291,1.0029096561306279,1954-07-01,2682.601,1.256498769778279,1959-01-01,3121.936,1.148315615978025,1963-04-01,3666.669,1.2161749619143998,1965-10-01,4301.973,1.3132759847571112,1975-04-01,5587.8,1.1247213256245165,1979-07-01,6799.2,1.1870194624264137,1985-10-01,8073.239,1.1807053046511216,1987-04-01,8460.233,1.2123917063799998,1997-07-01,11615.636,1.232877552720806,2007-01-01,15493.328,1.164913281098684,2013-07-01,16531.685,1.0488338796801187,,,
24,1935-07-01,986.231,0.8889384630915553,1943-07-01,2178.39,1.8613245336413906,1951-01-01,2415.66,1.016530813873972,1954-10-01,2735.091,1.2810844686674026,1959-04-01,3192.38,1.1742264435068264,1963-07-01,3747.278,1.2429116669469396,1966-01-01,4406.693,1.3452441679892617,1975-07-01,5683.444,1.1439727029945068,1979-10-01,6816.203,1.1899878839936033,1986-01-01,8148.603,1.1917272345828043,1987-07-01,8533.635,1.22291056277931,1997-10-01,11715.393,1.2434657087224892,2007-04-01,15582.085,1.1715867477735311,2013-10-01,16663.649,1.057206184989475,,,
25,1935-10-01,1015.3976103088327,0.9152277621923989,1943-10-01,2237.893052048649,1.91216689456147,1951-04-01,2457.517,1.0341446048364098,1955-01-01,2813.212,1.3176754266197215,1959-07-01,3194.653,1.1750625020919856,1963-10-01,3771.845,1.2510601445677314,1966-04-01,4421.747,1.349839746965358,1975-10-01,5759.972,1.1593763812949813,1980-01-01,6837.641,1.193730577727498,1986-04-01,8185.303,1.197094582766191,1987-10-01,8680.162,1.2439085801578789,1998-01-01,11832.486,1.2558938987312618,2007-07-01,15666.738,1.1779516426485925,2014-01-01,16616.54,1.0542174082714424,,,
26,1936-01-01,1048.3065338595597,0.9448901921131587,1944-01-01,2285.869700627458,1.9531605242795773,1951-07-01,2508.166,1.0554581461426793,1955-04-01,2858.988,1.3391163668435455,1959-10-01,3203.759,1.1784118859355672,1964-01-01,3851.366,1.277435977550309,1966-07-01,4459.195,1.3612716083641123,1976-01-01,5889.5,1.185447984406312,1980-04-01,6696.753,1.1691340372488634,1986-07-01,8263.639,1.208551165526239,1988-01-01,8725.006,1.250334939063231,1998-04-01,11942.032,1.2675210540923931,2007-10-01,15761.967,1.1851117264501971,2014-04-01,16841.475,1.0684881525256333,,,
27,1936-04-01,1081.942690480507,0.9752081129358987,1944-04-01,2323.415748892537,1.9852417313990902,1951-10-01,2513.69,1.05778269356071,1955-07-01,2897.598,1.3572008369161128,1960-01-01,3275.757,1.204894308291178,1964-04-01,3893.296,1.2913434821963707,1966-10-01,4495.777,1.3724391033889265,1976-04-01,5932.711,1.1941455636327627,1980-07-01,6688.794,1.167744537322188,1986-10-01,8308.021,1.2150420005964047,1988-04-01,8839.641,1.2667626808595704,1998-07-01,12091.614,1.2833976096327944,2008-01-01,15671.383,1.178300891189042,2014-07-01,17047.098,1.08153366898941,,,
28,1936-07-01,1113.291,1.0034638847426827,1944-07-01,2351.627,2.009346824523388,1952-01-01,2540.55,1.0690856160169557,1955-10-01,2914.993,1.3653484504077553,1960-04-01,3258.088,1.1983952677539231,1964-07-01,3954.121,1.311518153555701,1967-01-01,4535.591,1.384593240585306,1976-07-01,5965.265,1.2006980848458304,1980-10-01,6813.535,1.189522098618007,1987-01-01,8369.93,1.2240961466096276,1988-07-01,8891.435,1.2741850078853445,1998-10-01,12287.0,1.3041357778670528,2008-04-01,15752.308,1.1843854849750195,2014-10-01,17143.038,1.087620472749372,,,
29,1936-10-01,1139.568254689646,1.0271488656427754,1944-10-01,2370.592786856333,2.025552134121534,1952-04-01,2546.022,1.0713882813810873,1956-01-01,2903.671,1.360045358717478,1960-07-01,3274.029,1.2042587124992046,1964-10-01,3966.335,1.31556934033717,1967-04-01,4538.37,1.3854415941109184,1976-10-01,6008.504,1.209401299957087,1981-01-01,6947.042,1.2128300476958638,1987-04-01,8460.233,1.237302894375414,1988-10-01,9009.913,1.2911634698956096,1999-01-01,12403.293,1.3164790562926647,2008-07-01,15667.032,1.1779737479383432,2015-01-01,17305.752,1.097943676699742,,,
